lat,lon,alt,date,device,os,version
22.219417572,-159.498626709,45.2108840942,2015-02-05 19:44:00,"iPhone5,1",7.1,1.1
22.2188854218,-159.499328613,45.2108840942,2015-02-05 19:44:00,"iPhone5,1",7.1,1.1
22.2108230591,-159.467391968,49.7944412231,2015-02-06 02:14:24,"iPhone5,1",7.1,1.1
22.2064914703,-159.433822632,50.752571106,2015-02-06 02:20:48,"iPhone5,1",7.1,1.1
22.2054157257,-159.387252808,88.7388839722,2015-02-06 02:25:04,"iPhone5,1",7.1,1.1
22.2115440369,-159.381546021,79.3004684448,2015-02-06 02:31:28,"iPhone5,1",7.1,1.1
22.2085819244,-159.385314941,81.1259078979,2015-02-06 03:56:48,"iPhone5,1",7.1,1.1
22.2030887604,-159.411865234,98.9093704224,2015-02-06 04:03:12,"iPhone5,1",7.1,1.1
22.197385788,-159.419586182,107.933868408,2015-02-06 04:09:36,"iPhone5,1",7.1,1.1
22.1990680695,-159.415008545,101.710357666,2015-02-06 06:41:04,"iPhone5,1",7.1,1.1
22.209936142,-159.45085144,99.6004714966,2015-02-06 06:45:20,"iPhone5,1",7.1,1.1
22.2225112915,-159.480575562,70.1109695435,2015-02-06 06:51:44,"iPhone5,1",7.1,1.1
22.219335556,-159.499053955,36.1781082153,2015-02-06 06:58:08,"iPhone5,1",7.1,1.1
22.2129440308,-159.50730896,0,2015-02-06 18:50:40,"iPhone5,1",7.1,1.1
22.2224121094,-159.483322144,0,2015-02-06 20:01:04,"iPhone5,1",7.1,1.1
22.2129383087,-159.50730896,0,2015-02-06 20:07:28,"iPhone5,1",7.1,1.1
22.2215671539,-159.478271484,68.033821106,2015-02-06 20:11:44,"iPhone5,1",7.1,1.1
22.2133293152,-159.441543579,86.9119338989,2015-02-06 20:16:00,"iPhone5,1",7.1,1.1
22.2015476227,-159.400314331,88.1479568481,2015-02-06 20:22:24,"iPhone5,1",7.1,1.1
22.1811656952,-159.356704712,125.059326172,2015-02-06 20:26:40,"iPhone5,1",7.1,1.1
22.1500606537,-159.315246582,41.4408569336,2015-02-06 20:33:04,"iPhone5,1",7.1,1.1
22.1001873016,-159.305160522,12.3912963867,2015-02-06 20:37:20,"iPhone5,1",7.1,1.1
22.0752487183,-159.318695068,4.55655097961,2015-02-06 20:41:36,"iPhone5,1",7.1,1.1
22.0607070923,-159.321838379,2.34286689758,2015-02-06 20:48:00,"iPhone5,1",7.1,1.1
22.0549087524,-159.329727173,3.79684638977,2015-02-06 20:52:16,"iPhone5,1",7.1,1.1
22.0280189514,-159.342575073,6.20547676086,2015-02-06 20:56:32,"iPhone5,1",7.1,1.1
21.9868831635,-159.348007202,41.6402587891,2015-02-06 21:02:56,"iPhone5,1",7.1,1.1
21.9629764557,-159.348861694,23.1822509766,2015-02-06 21:07:12,"iPhone5,1",7.1,1.1
21.9621391296,-159.346374512,30.2929077148,2015-02-06 21:22:08,"iPhone5,1",7.1,1.1
21.9642677307,-159.344207764,36.2105712891,2015-02-06 21:24:16,"iPhone5,1",7.1,1.1
21.9673976898,-159.347900391,79.4460449219,2015-02-06 22:13:20,"iPhone5,1",7.1,1.1
21.9691238403,-159.352493286,46.8970947266,2015-02-06 22:32:32,"iPhone5,1",7.1,1.1
21.9642753601,-159.350646973,20.8706665039,2015-02-06 23:23:44,"iPhone5,1",7.1,1.1
21.9638710022,-159.345809937,36.9215698242,2015-02-07 00:06:24,"iPhone5,1",7.1,1.1
21.9657096863,-159.34135437,38.9529418945,2015-02-07 00:14:56,"iPhone5,1",7.1,1.1
21.9621086121,-159.338439941,35.9807739258,2015-02-07 00:53:20,"iPhone5,1",7.1,1.1
21.9596843719,-159.342529297,26.4154663086,2015-02-07 01:31:44,"iPhone5,1",7.1,1.1
